StartDate,EndDate,Status,IPAddress,,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q24,Q25,Q26,Q27,Q28,Q29,Q31,RandomSurveyID
12/19/2022 8:41,12/19/2022 8:46,IP Address,172.58.191.60,,100,260,TRUE,12/19/2022 8:46,R_3HHyqQAj2x4FNfq,,,,,39.037,-77.0412,anonymous,EN,1,18-24,Montgomery County,Graduate Degree,1998,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive),I use keep multiple copies of my files on my computer",Less often than monthly but at least once a year,Within a day,Any action in which someone tries to convince another person to take an action which may not be in their best interests,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When someone sends an email to a large group of people and one of the recipients replies with a personal response to all recipients of the original email,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on most of my online accounts.,Messages sent to my phone that contain a code,I use passwords that are similar but different for all of my accounts,I remember my passwords,I have received security awareness training within the past month,No,No,No,0,Yes,No,No,Extremely unlikely,Somewhat agree,Neither agree nor disagree,74745
12/19/2022 10:47,12/19/2022 10:57,IP Address,208.218.91.242,,100,569,TRUE,12/19/2022 10:57,R_3GfDmcVUDy9oSzy,,,,,37.751,-97.822,anonymous,EN,0.899999976,45-54,I don’t know,Bachelor’s Degree,1970,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive),I use removable storage that I keep in my house,I use keep multiple copies of my files on my computer",Weekly,Within in a week,"Attempting to inform people about the use of proper security policies, processes, and procedures",When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When someone sends an email to a large group of people and one of the recipients replies with a personal response to all recipients of the original email,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication wherever it is offered to me.,"Messages sent to my phone that contain a code,An application on my phone that verifies I am logging in,An application that generates a one-time code","I use the same password for most of my accounts,I use passwords that are similar but different for all of my accounts,I use personal information (names of pets, children, or friends) as all or part of my password","I remember my passwords,I write my passwords down,I use a password manager",I have received security awareness training a year or more ago,Yes,No,No,0,Yes,No,No,Extremely unlikely,Strongly agree,Strongly agree,24214
12/19/2022 11:54,12/19/2022 12:07,IP Address,163.5.128.148,,100,796,TRUE,12/19/2022 12:07,R_e8pYIUoCId8sbGF,,,,,40.7009,-73.9461,anonymous,EN,0.899999976,45-54,I don’t know,Graduate Degree,1973,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive),I use removable storage that I keep in a location other than my house,I use keep multiple copies of my files on my computer","Continuously,Daily",Within in a week,When a company makes a public announcement about something positive that has happened or is going to happen,When someone sends an email specifically designed to belittle the recipient,When someone sends an email to a large group of people and one of the recipients replies with a personal response to all recipients of the original email,The Frequent changing of a passwords so it is harder for an attacker to guess,I use multifactor authentication on my important online accounts.,"Messages sent to my phone that contain a code,An application on my phone that verifies I am logging in","I use the same password for most of my accounts,I use passwords that are similar but different for all of my accounts",I remember my passwords,I have received security awareness training within the past month,No,Yes,No,0,No,No,No,Somewhat likely,Strongly agree,Somewhat agree,72095
12/19/2022 12:41,12/19/2022 12:50,IP Address,24.89.14.195,,100,551,TRUE,12/19/2022 12:50,R_ute3hkLPJxlXF3b,,,,,39.6343,-77.7337,anonymous,EN,1,25-34,Washington County,Bachelor’s Degree,1988,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive),I use removable storage that I keep in my house,I use keep multiple copies of my files on my computer",Less often than monthly but at least once a year,Within a year,Any action in which someone tries to convince another person to take an action which may not be in their best interests,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on most of my online accounts.,"Messages sent to my phone that contain a code,An application that generates a one-time code",I use a unique complex password for my accounts,I write my passwords down,I have received security awareness training a year or more ago,No,Yes,No,0,Yes,No,Yes,Somewhat likely,Somewhat disagree,Somewhat disagree,50822
12/19/2022 12:55,12/19/2022 12:58,IP Address,71.179.30.201,,100,158,TRUE,12/19/2022 12:58,R_2tLL4pjKIZLOzZK,,,,,38.918,-76.5361,anonymous,EN,1,18-24,Anne Arundel County,Some College,2003,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive),I use removable storage that I keep in my house",Monthly,I don’t know,I don’t know,Targeted marketing emails sent to a specific person by a company based on their buying history or web browsing habits,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on my important online accounts.,"Messages sent to my phone that contain a code,An application that generates a one-time code","I use personal information (names of pets, children, or friends) as all or part of my password,I use a unique complex password for my accounts",I remember my passwords,I have never received security awareness training.,No,No,No,0,Yes,No,Yes,Somewhat likely,Somewhat agree,Somewhat disagree,35900
12/19/2022 16:59,12/19/2022 17:02,IP Address,71.179.58.215,,100,149,TRUE,12/19/2022 17:02,R_CdkxbXq5ETrK9uV,,,,,39.5125,-76.1806,anonymous,EN,1,35-44,Hartford County,Some College,1986,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive),I use removable storage that I keep in my house,I use keep multiple copies of my files on my computer",Weekly,Within in a week,Actively trying to circumvent or get around security safeguards by finding weaknesses in a system that can be exploited without personal interaction,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on my important online accounts.,Messages sent to my phone that contain a code,I use passwords that are similar but different for all of my accounts,I use a password manager,I have received security awareness training within the past 6 months,Yes,Yes,No,0,Yes,Yes,Yes,Extremely likely,Somewhat agree,Somewhat agree,23032
12/19/2022 17:59,12/19/2022 18:05,IP Address,96.255.16.173,,100,331,TRUE,12/19/2022 18:05,R_WkEu2vxz2Lme2Pf,,,,,38.9191,-76.782,anonymous,EN,1,18-24,Prince Georges County,Some College,2004,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive),I use removable storage that I keep in my house",Weekly,Within in a week,Any action in which someone tries to convince another person to take an action which may not be in their best interests,I don’t know,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on my important online accounts.,"Messages sent to my phone that contain a code,An application that generates a one-time code",I use passwords that are similar but different for all of my accounts,I write my passwords down,I have never received security awareness training.,No,I don't know,No,0,Yes,No,Yes,Neither likely nor unlikely,Somewhat agree,Somewhat agree,68200
12/19/2022 18:13,12/19/2022 18:20,IP Address,173.64.124.127,,100,395,TRUE,12/19/2022 18:20,R_31bVKFbK7DYWa2L,,,,,39.4101,-76.5997,anonymous,EN,1,55-64,Baltimore County,Bachelor’s Degree,1963,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive),I use removable storage that I keep in my house",I don’t know,I don’t know,"Attempting to inform people about the use of proper security policies, processes, and procedures",When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication wherever it is offered to me.,"Messages sent to my phone that contain a code,An application that generates a one-time code","I use passwords that are similar but different for all of my accounts,I use personal information (names of pets, children, or friends) as all or part of my password","I remember my passwords,I write my passwords down,I use a password manager",I have received security awareness training within the past year,No,No,No,0,No,No,Yes,Somewhat unlikely,Somewhat agree,Somewhat disagree,58657
12/19/2022 18:59,12/19/2022 19:08,IP Address,141.157.13.100,,100,532,TRUE,12/19/2022 19:08,R_eVe9Kcds2RZBW0h,,,,,39.4126,-76.5789,anonymous,EN,1,65-75,Baltimore County,Graduate Degree,1955,I use removable storage that I keep in my house,Less often than monthly but at least once a year,Within a year,Any action in which someone tries to convince another person to take an action which may not be in their best interests,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When companies or individuals send out emails to promote or sell their products,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on my important online accounts.,Messages sent to my phone that contain a code,"I use personal information (names of pets, children, or friends) as all or part of my password",I write my passwords down,I have received security awareness training within the past 6 months,No,Yes,No,0,Yes,No,Yes,Somewhat likely,Somewhat agree,Somewhat agree,68384
12/19/2022 19:52,12/19/2022 19:59,IP Address,137.103.94.92,,100,403,TRUE,12/19/2022 19:59,R_1IoqsgFVmPjKFlK,,,,,38.9368,-76.3471,anonymous,EN,1,35-44,Queen Annes County,Graduate Degree,1980,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive),I use removable storage that I keep in my house,I use removable storage that I keep in a location other than my house,I use keep multiple copies of my files on my computer","Weekly,Monthly",Within in a week,Actively trying to circumvent or get around security safeguards by finding weaknesses in a system that can be exploited without personal interaction,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication wherever it is offered to me.,"Messages sent to my phone that contain a code,An application on my phone that verifies I am logging in,An application that generates a one-time code",I use a unique complex password for my accounts,"I remember my passwords,I use a password manager",I have received security awareness training within the past 6 months,No,Yes,No,0,Yes,I don't know,Yes,Neither likely nor unlikely,Somewhat agree,Somewhat agree,67403
12/19/2022 21:41,12/19/2022 21:45,IP Address,208.195.165.174,,100,242,TRUE,12/19/2022 21:45,R_1DNes280Gy1B9x6,,,,,30.5034,-97.7494,anonymous,EN,1,45-54,Baltimore City,Graduate Degree,1975,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive),I use removable storage that I keep in my house,I use removable storage that I keep in a location other than my house,I use keep multiple copies of my files on my computer,I do not back up my data,I don’t know","Continuously,Daily,Weekly,Monthly,Less often than monthly but at least once a year,Once a year or less frequently",Within a month,"Attempting to inform people about the use of proper security policies, processes, and procedures",When someone sends an email specifically designed to belittle the recipient,When a someone fraudulently sends email to people to convince them to take an action which may harm them,When someone uses a different password for each web site they access,I use multifactor authentication on my important online accounts.,"I do not use multifactor authentication,Messages sent to my phone that contain a code,An application on my phone that verifies I am logging in,An application that generates a one-time code,A hardware security token (e.g., YubiKey or Google Titan),I don’t know.","I use the same password for all of my accounts,I use the same password for most of my accounts,I use passwords that are similar but different for all of my accounts,I use personal information (names of pets, children, or friends) as all or part of my password,I use a unique complex password for my accounts,I don’t know","I remember my passwords,I write my passwords down,I use a password manager,I don’t know",I have never received security awareness training.,Yes,Yes,Yes,0,No,Yes,Yes,Somewhat likely,Somewhat agree,Somewhat agree,52996
12/20/2022 11:42,12/20/2022 11:46,IP Address,128.164.227.82,,100,204,TRUE,12/20/2022 11:46,R_2fIrZiUMFvutLSV,,,,,38.9009,-77.0464,anonymous,EN,1,25-34,Baltimore City,Bachelor’s Degree,1996,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive)",Less often than monthly but at least once a year,I don’t know,I don’t know,Targeted marketing emails sent to a specific person by a company based on their buying history or web browsing habits,I don’t know,I don’t know,I use multifactor authentication wherever it is offered to me.,Messages sent to my phone that contain a code,I use the same password for all of my accounts,I remember my passwords,I have received security awareness training within the past 6 months,No,No,No,0,Yes,No,No,Somewhat unlikely,Strongly disagree,Strongly disagree,56152
12/20/2022 13:30,12/20/2022 13:41,IP Address,96.244.206.142,,100,683,TRUE,12/20/2022 13:41,R_2P6AFJsRpC3LnMg,,,,,39.3733,-76.7279,anonymous,EN,1,18-24,Baltimore County,Some College,1998,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive)",Continuously,Within a year,"Attempting to inform people about the use of proper security policies, processes, and procedures",I don’t know,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication wherever it is offered to me.,"Messages sent to my phone that contain a code,An application on my phone that verifies I am logging in,An application that generates a one-time code",I use a unique complex password for my accounts,I write my passwords down,I don’t know.,Yes,Yes,No,0,No,No,Yes,Neither likely nor unlikely,Strongly agree,Strongly agree,42623
12/20/2022 20:55,12/20/2022 20:59,IP Address,208.195.164.199,,100,229,TRUE,12/20/2022 20:59,R_22VywNEXYN1AqY0,,,,,30.5034,-97.7494,anonymous,EN,0.800000012,35-44,Howard County,Graduate Degree,1970,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive),I use removable storage that I keep in my house,I use removable storage that I keep in a location other than my house,I use keep multiple copies of my files on my computer,I do not back up my data","Continuously,Daily,Weekly,Less often than monthly but at least once a year,Once a year or less frequently",Within in a week,When a company makes a public announcement about something positive that has happened or is going to happen,When someone in a business setting sends an email to a coworker inappropriately delegating their work to the recipient,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on most of my online accounts.,"I do not use multifactor authentication,Messages sent to my phone that contain a code,An application on my phone that verifies I am logging in,An application that generates a one-time code,A hardware security token (e.g., YubiKey or Google Titan)","I use the same password for all of my accounts,I use the same password for most of my accounts,I use passwords that are similar but different for all of my accounts,I use a unique complex password for my accounts","I remember my passwords,I write my passwords down,I use a password manager",I have received security awareness training within the past 6 months,Yes,Yes,Yes,0,Yes,Yes,Yes,Extremely likely,Strongly agree,Strongly agree,65694
12/20/2022 21:04,12/20/2022 21:07,IP Address,208.195.175.53,,100,167,TRUE,12/20/2022 21:07,R_3HqcRYvjFErdm01,,,,,30.5034,-97.7494,anonymous,EN,0.899999976,45-54,Caroline County,Graduate Degree,1984,I use removable storage that I keep in a location other than my house,Monthly,Within in a week,Actively trying to circumvent or get around security safeguards by finding weaknesses in a system that can be exploited without personal interaction,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When companies or individuals send out emails to promote or sell their products,Adding different numbers to the ends of a usernames so a user never has the same username on multiple sites,I use multifactor authentication on my important online accounts.,An application on my phone that verifies I am logging in,"I use personal information (names of pets, children, or friends) as all or part of my password",I remember my passwords,I have received security awareness training within the past month,I don't know,I don't know,I don't know,0,Yes,Yes,Yes,Extremely likely,Strongly agree,Strongly agree,27970
12/21/2022 5:51,12/21/2022 6:18,IP Address,149.28.105.172,,100,1664,TRUE,12/21/2022 6:18,R_2dJXPPXzHm5zMlS,,,,,25.8119,-80.2318,anonymous,EN,1,35-44,Baltimore City,Bachelor’s Degree,1985,I use keep multiple copies of my files on my computer,Weekly,Within a month,When a company makes a public announcement about something positive that has happened or is going to happen,Targeted marketing emails sent to a specific person by a company based on their buying history or web browsing habits,When a someone fraudulently sends email to people to convince them to take an action which may harm them,The Frequent changing of a passwords so it is harder for an attacker to guess,I use multifactor authentication on most of my online accounts.,"Messages sent to my phone that contain a code,An application on my phone that verifies I am logging in","I use the same password for all of my accounts,I use the same password for most of my accounts,I use a unique complex password for my accounts","I remember my passwords,I write my passwords down,I use a password manager",I have received security awareness training within the past month,No,I don't know,No,0,Yes,I don't know,No,Somewhat likely,Strongly agree,Somewhat agree,31082
12/21/2022 6:42,12/21/2022 6:47,IP Address,76.151.39.77,,100,264,TRUE,12/21/2022 6:47,R_2c6kfIqc13vHsMY,,,,,39.3645,-76.6069,anonymous,EN,1,25-34,Baltimore City,High School Diploma or GED,1994,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive),I use removable storage that I keep in my house,I use keep multiple copies of my files on my computer",Daily,Within a day,Actively trying to circumvent or get around security safeguards by finding weaknesses in a system that can be exploited without personal interaction,Targeted marketing emails sent to a specific person by a company based on their buying history or web browsing habits,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on most of my online accounts.,"Messages sent to my phone that contain a code,An application on my phone that verifies I am logging in,An application that generates a one-time code","I use passwords that are similar but different for all of my accounts,I use personal information (names of pets, children, or friends) as all or part of my password,I use a unique complex password for my accounts",I use a password manager,I have never received security awareness training.,No,I don't know,No,0,No,No,No,Somewhat unlikely,Strongly agree,Somewhat agree,70542
12/21/2022 6:39,12/21/2022 6:50,IP Address,70.88.116.169,,100,644,TRUE,12/21/2022 6:50,R_3m91EfslmzZeirr,,,,,39.3709,-76.8003,anonymous,EN,1,45-54,Baltimore County,Bachelor’s Degree,1970,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive),I use keep multiple copies of my files on my computer",Weekly,Within a month,Actively trying to circumvent or get around security safeguards by finding weaknesses in a system that can be exploited without personal interaction,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication wherever it is offered to me.,"Messages sent to my phone that contain a code,An application that generates a one-time code",I use a unique complex password for my accounts,I use a password manager,I have received security awareness training within the past month,No,No,No,0,Yes,No,Yes,Somewhat likely,Strongly agree,Strongly agree,31963
12/21/2022 9:05,12/21/2022 9:09,IP Address,73.128.33.254,,100,185,TRUE,12/21/2022 9:09,R_3JnnxNOLURYptpU,,,,,39.0851,-77.059,anonymous,EN,1,25-34,Montgomery County,Bachelor’s Degree,1996,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive),I use removable storage that I keep in my house,I use keep multiple copies of my files on my computer",Continuously,Within in a week,Actively trying to circumvent or get around security safeguards by finding weaknesses in a system that can be exploited without personal interaction,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on my important online accounts.,"Messages sent to my phone that contain a code,An application on my phone that verifies I am logging in,An application that generates a one-time code",I use the same password for most of my accounts,I remember my passwords,I have never received security awareness training.,No,No,No,0,Yes,No,No,Somewhat unlikely,Somewhat agree,Somewhat disagree,57867
12/21/2022 21:20,12/21/2022 21:24,IP Address,173.66.205.197,,100,216,TRUE,12/21/2022 21:24,R_3kupf0H0A7GCfOd,,,,,38.9779,-77.0806,anonymous,EN,1,18-24,Montgomery County,Some College,2001,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive)",Monthly,Within a month,"Attempting to inform people about the use of proper security policies, processes, and procedures",When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication wherever it is offered to me.,"Messages sent to my phone that contain a code,An application on my phone that verifies I am logging in",I use a unique complex password for my accounts,I use a password manager,I have never received security awareness training.,No,No,No,0,No,No,No,Somewhat unlikely,Somewhat agree,Somewhat agree,52585
12/22/2022 7:37,12/22/2022 7:39,IP Address,173.69.147.28,,100,128,TRUE,12/22/2022 7:39,R_2CWDlYhH1bw7oH3,,,,,39.013,-76.6742,anonymous,EN,1,18-24,Anne Arundel County,High School Diploma or GED,2001,I do not back up my data,I do not back up my data,I do not back up my data,Actively trying to circumvent or get around security safeguards by finding weaknesses in a system that can be exploited without personal interaction,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication wherever it is offered to me.,"Messages sent to my phone that contain a code,An application that generates a one-time code",I use a unique complex password for my accounts,I write my passwords down,I have never received security awareness training.,No,No,No,0,Yes,No,Yes,Extremely unlikely,Strongly agree,Neither agree nor disagree,49378
12/22/2022 7:58,12/22/2022 8:35,IP Address,96.244.56.68,,100,2175,TRUE,12/22/2022 8:35,R_cBIeJENrGyR08OR,,,,,39.3055,-76.4518,anonymous,EN,0.800000012,18-24,Baltimore County,High School Diploma or GED,1999,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive),I use removable storage that I keep in my house,I use keep multiple copies of my files on my computer",Daily,Within a day,"Attempting to inform people about the use of proper security policies, processes, and procedures",When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on most of my online accounts.,"Messages sent to my phone that contain a code,An application on my phone that verifies I am logging in,An application that generates a one-time code,A hardware security token (e.g., YubiKey or Google Titan)","I use passwords that are similar but different for all of my accounts,I use a unique complex password for my accounts",I use a password manager,I have received security awareness training within the past 6 months,No,Yes,No,0,Yes,No,Yes,Somewhat likely,Strongly agree,Somewhat agree,45854
12/22/2022 10:31,12/22/2022 10:41,IP Address,202.182.71.26,,100,615,TRUE,12/22/2022 10:41,R_2xY2PAR2B1LFSUV,,,,,40.7123,-74.0068,anonymous,EN,0.899999976,18-24,Baltimore County,Bachelor’s Degree,2001,I use keep multiple copies of my files on my computer,Monthly,Within a month,Any action in which someone tries to convince another person to take an action which may not be in their best interests,When someone in a business setting sends an email to a coworker inappropriately delegating their work to the recipient,When someone you know sends an email that was forwarded to you encouraging you to forward that message on to everyone in your address book,When someone uses a different password for each web site they access,I use multifactor authentication on most of my online accounts.,"Messages sent to my phone that contain a code,An application that generates a one-time code","I use passwords that are similar but different for all of my accounts,I use a unique complex password for my accounts","I remember my passwords,I use a password manager",I have received security awareness training within the past month,No,No,I don't know,0,No,No,No,Somewhat likely,Somewhat agree,Neither agree nor disagree,70238
12/22/2022 12:34,12/22/2022 12:38,IP Address,73.133.163.92,,100,195,TRUE,12/22/2022 12:38,R_1QmSCyx7oPa7rHb,,,,,39.2124,-76.8776,anonymous,EN,0.899999976,25-34,Howard County,Bachelor’s Degree,1991,"I use removable storage that I keep in my house,I use keep multiple copies of my files on my computer",Less often than monthly but at least once a year,Within a year,Any action in which someone tries to convince another person to take an action which may not be in their best interests,Targeted marketing emails sent to a specific person by a company based on their buying history or web browsing habits,When someone you know sends an email that was forwarded to you encouraging you to forward that message on to everyone in your address book,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on my important online accounts.,"Messages sent to my phone that contain a code,A hardware security token (e.g., YubiKey or Google Titan)",I use passwords that are similar but different for all of my accounts,"I remember my passwords,I write my passwords down,I use a password manager",I have received security awareness training within the past 6 months,No,I don't know,No,0,I don't know,No,Yes,Somewhat likely,Somewhat agree,Somewhat agree,24652
12/22/2022 19:04,12/22/2022 19:10,IP Address,70.165.160.10,,100,378,TRUE,12/22/2022 19:10,R_22EzM4cSeb7421L,,,,,38.8116,-76.9877,anonymous,EN,0.899999976,25-34,Prince Georges County,Some College,1989,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive)",Monthly,Within a month,Actively trying to circumvent or get around security safeguards by finding weaknesses in a system that can be exploited without personal interaction,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on my important online accounts.,Messages sent to my phone that contain a code,I use a unique complex password for my accounts,I write my passwords down,I have never received security awareness training.,I don't know,No,No,0,Yes,No,Yes,Somewhat likely,Somewhat agree,Somewhat agree,41316
12/22/2022 17:54,12/22/2022 19:12,IP Address,69.255.221.253,,100,4723,TRUE,12/22/2022 19:12,R_3j0VzatKe1TIDXr,,,,,38.8579,-77.0602,anonymous,EN,1,65-75,Howard County,Bachelor’s Degree,1957,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive),I use removable storage that I keep in my house,I use keep multiple copies of my files on my computer",Less often than monthly but at least once a year,Within a year,Any action in which someone tries to convince another person to take an action which may not be in their best interests,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication wherever it is offered to me.,An application that generates a one-time code,I use passwords that are similar but different for all of my accounts,I use a password manager,I have received security awareness training within the past month,No,Yes,No,0,Yes,No,Yes,Extremely likely,Somewhat agree,Somewhat agree,58710
12/22/2022 22:36,12/22/2022 22:43,IP Address,75.177.132.135,,100,439,TRUE,12/22/2022 22:43,R_12x6vVECIs0eil3,,,,,35.7178,-78.8428,anonymous,EN,1,18-24,Montgomery County,Some College,2000,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive),I use removable storage that I keep in my house",Monthly,Within a year,Any action in which someone tries to convince another person to take an action which may not be in their best interests,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on most of my online accounts.,"Messages sent to my phone that contain a code,An application on my phone that verifies I am logging in,An application that generates a one-time code",I use the same password for all of my accounts,I remember my passwords,I have received security awareness training a year or more ago,No,No,No,0,Yes,No,No,Extremely unlikely,Somewhat agree,Somewhat agree,58878
12/23/2022 0:21,12/23/2022 0:31,IP Address,107.116.83.54,,100,606,TRUE,12/23/2022 0:31,R_1PejSFgqNHIF6uN,,,,,38.8892,-76.9417,anonymous,EN,0.899999976,35-44,Baltimore City,Some College,1980,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive)",Daily,Within a day,Any action in which someone tries to convince another person to take an action which may not be in their best interests,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication wherever it is offered to me.,"Messages sent to my phone that contain a code,An application on my phone that verifies I am logging in,An application that generates a one-time code",I use a unique complex password for my accounts,I use a password manager,I have received security awareness training within the past year,Yes,Yes,No,0,Yes,No,Yes,Extremely likely,Strongly agree,Strongly agree,32748
12/23/2022 8:12,12/23/2022 8:16,IP Address,73.87.31.111,,100,211,TRUE,12/23/2022 8:16,R_1GQuS7A4zZOO9KT,,,,,39.1339,-77.4103,anonymous,EN,1,25-34,Montgomery County,High School Diploma or GED,1987,"I use keep multiple copies of my files on my computer,I do not back up my data",I don’t know,Within a month,Actively trying to circumvent or get around security safeguards by finding weaknesses in a system that can be exploited without personal interaction,Targeted marketing emails sent to a specific person by a company based on their buying history or web browsing habits,When companies or individuals send out emails to promote or sell their products,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on most of my online accounts.,"Messages sent to my phone that contain a code,An application on my phone that verifies I am logging in,An application that generates a one-time code,A hardware security token (e.g., YubiKey or Google Titan)",I use a unique complex password for my accounts,I remember my passwords,I have received security awareness training a year or more ago,No,Yes,No,0,Yes,No,Yes,Neither likely nor unlikely,Strongly agree,Strongly agree,64987
