ResponseId,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q24,Q25,Q26,Q27,Q28,Q29,Q31,RandomSurveyID
R_VUuINDtaCoMje9P,55-64,Anne Arundel County,Bachelor’s Degree,1959,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive);I use removable storage that I keep in my house",Continuously;Daily;Weekly,Within in a week,When a company makes a public announcement about something positive that has happened or is going to happen,When someone in a business setting sends an email to a coworker inappropriately delegating their work to the recipient,When someone you know sends an email that was forwarded to you encouraging you to forward that message on to everyone in your address book,Adding different numbers to the ends of a usernames so a user never has the same username on multiple sites,I use multifactor authentication on most of my online accounts.,An application on my phone that verifies I am logging in;An application that generates a one-time code,I use the same password for all of my accounts;I use the same password for most of my accounts,I remember my passwords;I write my passwords down,I have received security awareness training within the past year,Yes,Yes,Yes,200,Yes,No,Yes,Somewhat likely,Strongly agree,Somewhat agree,43695
R_pJHywarD1zVYNMd,45-54,Washington County,Bachelor’s Degree,1969,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive);I use removable storage that I keep in a location other than my house;I keep multiple copies of my files on my computer",Daily;Weekly;Monthly,Within a day,When a company makes a public announcement about something positive that has happened or is going to happen,Targeted marketing emails sent to a specific person by a company based on their buying history or web browsing habits,When someone sends an email to a large group of people and one of the recipients replies with a personal response to all recipients of the original email,The Frequent changing of a passwords so it is harder for an attacker to guess,I use multifactor authentication on my important online accounts.,Messages sent to my phone that contain a code;An application on my phone that verifies I am logging in;An application that generates a one-time code,"I use the same password for all of my accounts;I use passwords that are similar but different for all of my accounts;I use personal information (names of pets, children, or friends) as all or part of my password",I remember my passwords;I write my passwords down;I use a password manager,I have received security awareness training within the past 6 months,Yes,Yes,Yes,500,Yes,Yes,No,Extremely likely,Strongly agree,Strongly agree,58366
R_3lzcbJjkMIBxfN7,18-24,Baltimore County,Bachelor’s Degree,1994,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive);I use removable storage that I keep in my house;I use removable storage that I keep in a location other than my house;I keep multiple copies of my files on my computer",Continuously;Daily;Weekly;Monthly;Less often than monthly but at least once a year,Within a month,Any action in which someone tries to convince another person to take an action which may not be in their best interests,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When someone you know sends an email that was forwarded to you encouraging you to forward that message on to everyone in your address book,Adding different numbers to the ends of a usernames so a user never has the same username on multiple sites,I use multifactor authentication on most of my online accounts.,I do not use multifactor authentication;Messages sent to my phone that contain a code;An application on my phone that verifies I am logging in;An application that generates a one-time code,"I use the same password for most of my accounts;I use passwords that are similar but different for all of my accounts;I use personal information (names of pets, children, or friends) as all or part of my password",I remember my passwords;I write my passwords down;I use a password manager,I have received security awareness training within the past month,Yes,I don't know,Yes,0,Yes,Yes,Yes,Somewhat likely,Somewhat agree,Strongly agree,24963
R_3CK33hzAPY6d8KH,35-44,Anne Arundel County,High School Diploma or GED,1984,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive);I keep multiple copies of my files on my computer",Weekly,Within a month,"Attempting to inform people about the use of proper security policies, processes, and procedures",Targeted marketing emails sent to a specific person by a company based on their buying history or web browsing habits,When someone you know sends an email that was forwarded to you encouraging you to forward that message on to everyone in your address book,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on most of my online accounts.,Messages sent to my phone that contain a code;An application that generates a one-time code,I use passwords that are similar but different for all of my accounts,I remember my passwords;I use a password manager,I have never received security awareness training.,No,Yes,Yes,500,Yes,No,Yes,Somewhat likely,Somewhat agree,Neither agree nor disagree,50577
R_2vjM7JAZDJv0dIy,18-24,Allegany County,Bachelor’s Degree,2001,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive)",Daily,Within a month,Actively trying to circumvent or get around security safeguards by finding weaknesses in a system that can be exploited without personal interaction,When someone in a business setting sends an email to a coworker inappropriately delegating their work to the recipient,When a someone fraudulently sends email to people to convince them to take an action which may harm them,Adding different numbers to the ends of a usernames so a user never has the same username on multiple sites,I use multifactor authentication on my important online accounts.,Messages sent to my phone that contain a code,I use the same password for most of my accounts,I write my passwords down,I have received security awareness training within the past 6 months,I don't know,I don't know,Yes,100,I don't know,I don't know,I don't know,Neither likely nor unlikely,Neither agree nor disagree,Neither agree nor disagree,48512
R_T0DjqDDT6iyTwEF,18-24,Talbot County,Bachelor’s Degree,2001,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive)",Continuously;Monthly,Within in a week,Any action in which someone tries to convince another person to take an action which may not be in their best interests,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on my important online accounts.,Messages sent to my phone that contain a code;An application on my phone that verifies I am logging in;An application that generates a one-time code,I use passwords that are similar but different for all of my accounts,I remember my passwords;I use a password manager,I have received security awareness training within the past 6 months,No,No,No,0,Yes,Yes,Yes,Extremely likely,Somewhat agree,Somewhat agree,51866
R_25zORXxNSuYlNrO,45-54,Frederick County,Do not have a HS Diploma or GED,1980,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive);I use removable storage that I keep in my house;I use removable storage that I keep in a location other than my house;I keep multiple copies of my files on my computer",Weekly,I don’t know,I don’t know,I don’t know,I don’t know,I don’t know,I don’t know.,I don’t know.,I use a unique complex password for my accounts,I don’t know,I have received security awareness training within the past year,I don't know,No,No,0,No,No,No,Extremely unlikely,Strongly agree,Strongly disagree,21534
R_28D4eVogEGd28nq,35-44,Harford County,Graduate Degree,1983,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive);I use removable storage that I keep in my house;I keep multiple copies of my files on my computer",Continuously,Within a month,Any action in which someone tries to convince another person to take an action which may not be in their best interests,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on my important online accounts.,Messages sent to my phone that contain a code,I use passwords that are similar but different for all of my accounts,I remember my passwords,I have received security awareness training a year or more ago,No,Yes,No,0,Yes,No,Yes,Somewhat likely,Somewhat agree,Strongly agree,33495
R_1rpIGRCltyab44p,35-44,Montgomery County,Some College,1986,I use removable storage that I keep in my house,Once a year or less frequently,I don’t know,"Attempting to inform people about the use of proper security policies, processes, and procedures",Targeted marketing emails sent to a specific person by a company based on their buying history or web browsing habits,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on my important online accounts.,"A hardware security token (e.g., YubiKey or Google Titan)",I use the same password for most of my accounts,I remember my passwords,I have never received security awareness training.,No,Yes,No,0,Yes,Yes,Yes,Extremely likely,Somewhat agree,Somewhat agree,71806
R_1JVd8rn2VaDXvAc,45-54,Howard County,Bachelor’s Degree,1970,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive);I use removable storage that I keep in my house",Weekly;Monthly,I don’t know,Any action in which someone tries to convince another person to take an action which may not be in their best interests,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on most of my online accounts.,Messages sent to my phone that contain a code;An application on my phone that verifies I am logging in,I use passwords that are similar but different for all of my accounts,I remember my passwords,I have never received security awareness training.,No,I don't know,No,0,I don't know,No,Yes,Extremely likely,Somewhat disagree,Somewhat disagree,24653
R_1g6h3QZLWuuBDyO,35-44,Dorchester County,Bachelor’s Degree,1964,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive);I use removable storage that I keep in my house;I keep multiple copies of my files on my computer",Continuously;Daily,Within a day,Actively trying to circumvent or get around security safeguards by finding weaknesses in a system that can be exploited without personal interaction,Targeted marketing emails sent to a specific person by a company based on their buying history or web browsing habits,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on most of my online accounts.,An application that generates a one-time code,I use passwords that are similar but different for all of my accounts,I use a password manager,I have received security awareness training within the past month,Yes,Yes,Yes,100,Yes,Yes,Yes,Somewhat likely,Strongly agree,Strongly agree,44304
R_3GoDZyDEnh2rRsY,55-64,Baltimore City,High School Diploma or GED,1962,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive);I use removable storage that I keep in my house",Monthly,Within a month,"Attempting to inform people about the use of proper security policies, processes, and procedures",When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on my important online accounts.,An application on my phone that verifies I am logging in;An application that generates a one-time code,I use passwords that are similar but different for all of my accounts,I write my passwords down,I have received security awareness training a year or more ago,No,Yes,No,0,Yes,Yes,Yes,I don't know,Strongly agree,Somewhat agree,45191
R_3lJN13yNMIQeCb0,45-54,Baltimore City,Bachelor’s Degree,1974,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive)",Weekly,Within a month,Actively trying to circumvent or get around security safeguards by finding weaknesses in a system that can be exploited without personal interaction,Targeted marketing emails sent to a specific person by a company based on their buying history or web browsing habits,When someone sends an email to a large group of people and one of the recipients replies with a personal response to all recipients of the original email,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication wherever it is offered to me.,Messages sent to my phone that contain a code,I use passwords that are similar but different for all of my accounts,I remember my passwords,I have never received security awareness training.,No,No,No,0,Yes,No,Yes,Somewhat unlikely,Somewhat agree,Neither agree nor disagree,44086
R_111ro3yAkvitBDf,25-34,Baltimore County,Graduate Degree,1989,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive)",Monthly,Within a month,Actively trying to circumvent or get around security safeguards by finding weaknesses in a system that can be exploited without personal interaction,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication wherever it is offered to me.,Messages sent to my phone that contain a code;An application on my phone that verifies I am logging in;An application that generates a one-time code,I use the same password for all of my accounts,I write my passwords down,I have received security awareness training within the past month,I don't know,I don't know,No,0,No,No,Yes,Neither likely nor unlikely,Somewhat disagree,Strongly disagree,66116
R_1I5xj0wSJS3OyZw,45-54,Queen Anne's County,Graduate Degree,1974,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive);I use removable storage that I keep in my house;I keep multiple copies of my files on my computer",Continuously;Monthly,Within a month,Any action in which someone tries to convince another person to take an action which may not be in their best interests,Targeted marketing emails sent to a specific person by a company based on their buying history or web browsing habits,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on my important online accounts.,Messages sent to my phone that contain a code;An application that generates a one-time code,I use passwords that are similar but different for all of my accounts,I use a password manager,I have received security awareness training within the past 6 months,No,Yes,No,0,No,No,Yes,Extremely likely,Strongly agree,Somewhat agree,30122
R_2YzWX7xawAL36Re,25-34,Harford County,Graduate Degree,1988,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive);I keep multiple copies of my files on my computer",Daily,More than a year ago,Actively trying to circumvent or get around security safeguards by finding weaknesses in a system that can be exploited without personal interaction,Targeted marketing emails sent to a specific person by a company based on their buying history or web browsing habits,When someone sends an email to a large group of people and one of the recipients replies with a personal response to all recipients of the original email,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on most of my online accounts.,An application on my phone that verifies I am logging in;An application that generates a one-time code,I use a unique complex password for my accounts,I use a password manager,I have received security awareness training within the past year,No,No,No,70,Yes,No,Yes,Extremely unlikely,Strongly agree,Strongly agree,66869
R_1LthneV2SbreuHi,25-34,Prince George's County,Some College,1993,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive);I use removable storage that I keep in my house;I keep multiple copies of my files on my computer",Continuously,Within in a week,Any action in which someone tries to convince another person to take an action which may not be in their best interests,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on my important online accounts.,"An application on my phone that verifies I am logging in;A hardware security token (e.g., YubiKey or Google Titan)",I use a unique complex password for my accounts,I use a password manager,I have received security awareness training within the past year,No,Yes,Yes,3000,No,No,Yes,Extremely likely,Strongly agree,Somewhat agree,40780
R_3G0sV2ih3DttULS,25-34,I don’t know,Graduate Degree,1996,I use removable storage that I keep in a location other than my house;I keep multiple copies of my files on my computer,Less often than monthly but at least once a year,Within a year,When a company makes a public announcement about something positive that has happened or is going to happen,When someone in a business setting sends an email to a coworker inappropriately delegating their work to the recipient,When a someone fraudulently sends email to people to convince them to take an action which may harm them,When someone uses a different password for each web site they access,I use multifactor authentication on my important online accounts.,Messages sent to my phone that contain a code;An application that generates a one-time code,I use a unique complex password for my accounts,I remember my passwords,I have received security awareness training within the past month,No,No,No,0,No,No,No,I don't know,Somewhat agree,Somewhat agree,47057
R_3kHc1BLWlzKPB1g,45-54,I don’t know,Bachelor’s Degree,1973,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive)",Monthly,Within in a week,"Attempting to inform people about the use of proper security policies, processes, and procedures",I don’t know,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on my important online accounts.,An application that generates a one-time code,I use passwords that are similar but different for all of my accounts,I remember my passwords,I have never received security awareness training.,No,No,No,0,Yes,I don't know,No,Somewhat unlikely,Somewhat agree,Somewhat agree,31550
R_xbZcCNjxL767ZND,25-34,Baltimore City,Graduate Degree,1993,I use removable storage that I keep in my house,Monthly,Within a month,When a company makes a public announcement about something positive that has happened or is going to happen,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,When someone uses a different password for each web site they access,I use multifactor authentication on most of my online accounts.,An application on my phone that verifies I am logging in,I use passwords that are similar but different for all of my accounts,I remember my passwords,I have received security awareness training within the past year,No,I don't know,Yes,50,Yes,No,Yes,Neither likely nor unlikely,Somewhat agree,Somewhat agree,72184
R_3qyenD6OnvmqOu1,25-34,Anne Arundel County,Graduate Degree,1993,I use removable storage that I keep in my house;I use removable storage that I keep in a location other than my house,Monthly,Within a month,"Attempting to inform people about the use of proper security policies, processes, and procedures",When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on most of my online accounts.,An application on my phone that verifies I am logging in,I use passwords that are similar but different for all of my accounts,I remember my passwords,I have received security awareness training within the past 6 months,No,I don't know,Yes,50,Yes,Yes,No,Neither likely nor unlikely,Somewhat agree,Somewhat agree,67073
R_exKHMEhy9FU0gvv,25-34,Anne Arundel County,Graduate Degree,1992,I use removable storage that I keep in my house,Daily;Weekly,Within a month,"Attempting to inform people about the use of proper security policies, processes, and procedures",When someone sends an email specifically designed to belittle the recipient,When companies or individuals send out emails to promote or sell their products,The Frequent changing of a passwords so it is harder for an attacker to guess,I use multifactor authentication on most of my online accounts.,An application on my phone that verifies I am logging in;An application that generates a one-time code,I use passwords that are similar but different for all of my accounts;I use a unique complex password for my accounts,I write my passwords down,I have received security awareness training a year or more ago,Yes,No,I don't know,100,Yes,Yes,Yes,Extremely unlikely,Somewhat agree,Somewhat agree,44193
R_2OMtyQU4pIDKQA8,45-54,Worcester County,Bachelor’s Degree,1969,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive);I use removable storage that I keep in my house;I use removable storage that I keep in a location other than my house;I keep multiple copies of my files on my computer",Continuously;Daily;Weekly;Monthly;Less often than monthly but at least once a year;Once a year or less frequently,Within a day,Actively trying to circumvent or get around security safeguards by finding weaknesses in a system that can be exploited without personal interaction,Targeted marketing emails sent to a specific person by a company based on their buying history or web browsing habits,When someone sends an email to a large group of people and one of the recipients replies with a personal response to all recipients of the original email,Adding different numbers to the ends of a usernames so a user never has the same username on multiple sites,I use multifactor authentication on my important online accounts.,"I do not use multifactor authentication;Messages sent to my phone that contain a code;An application on my phone that verifies I am logging in;An application that generates a one-time code;A hardware security token (e.g., YubiKey or Google Titan)","I use the same password for all of my accounts;I use the same password for most of my accounts;I use passwords that are similar but different for all of my accounts;I use personal information (names of pets, children, or friends) as all or part of my password;I use a unique complex password for my accounts",I remember my passwords;I write my passwords down;I use a password manager,I have received security awareness training within the past 6 months,No,Yes,Yes,0,Yes,No,Yes,Somewhat likely,Strongly agree,Strongly agree,39208
R_2w5NYOKu1lY7VLI,18-24,Washington County,Bachelor’s Degree,2000,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive);I use removable storage that I keep in my house;I keep multiple copies of my files on my computer",Daily;Weekly,Within in a week,Actively trying to circumvent or get around security safeguards by finding weaknesses in a system that can be exploited without personal interaction,When someone in a business setting sends an email to a coworker inappropriately delegating their work to the recipient,When someone you know sends an email that was forwarded to you encouraging you to forward that message on to everyone in your address book,When someone uses a different password for each web site they access,I use multifactor authentication on my important online accounts.,Messages sent to my phone that contain a code;An application that generates a one-time code,I use the same password for most of my accounts;I use a unique complex password for my accounts,I remember my passwords;I use a password manager,I have received security awareness training within the past month,Yes,No,No,0,Yes,No,Yes,Extremely unlikely,Strongly agree,Strongly agree,26361
R_3GlYQhkC8eaQ0n2,25-34,Baltimore City,Graduate Degree,1997,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive);I keep multiple copies of my files on my computer",Weekly;Monthly,Within in a week,Actively trying to circumvent or get around security safeguards by finding weaknesses in a system that can be exploited without personal interaction,Targeted marketing emails sent to a specific person by a company based on their buying history or web browsing habits,When someone you know sends an email that was forwarded to you encouraging you to forward that message on to everyone in your address book,When someone uses a different password for each web site they access,I do not use multifactor authentication.,"Messages sent to my phone that contain a code;An application on my phone that verifies I am logging in;An application that generates a one-time code;A hardware security token (e.g., YubiKey or Google Titan)",I use a unique complex password for my accounts,I remember my passwords;I write my passwords down,I have received security awareness training within the past 6 months,Yes,Yes,Yes,100000,Yes,Yes,Yes,Extremely likely,Strongly agree,Somewhat agree,39437
R_3HHyqQAj2x4FNfq,18-24,Montgomery County,Graduate Degree,1998,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive);I keep multiple copies of my files on my computer",Less often than monthly but at least once a year,Within a day,Any action in which someone tries to convince another person to take an action which may not be in their best interests,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When someone sends an email to a large group of people and one of the recipients replies with a personal response to all recipients of the original email,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on most of my online accounts.,Messages sent to my phone that contain a code,I use passwords that are similar but different for all of my accounts,I remember my passwords,I have received security awareness training within the past month,No,No,No,0,Yes,No,No,Extremely unlikely,Somewhat agree,Neither agree nor disagree,74745
R_20ZlIp591wo7XPz,18-24,Washington County,Bachelor’s Degree,1998,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive);I use removable storage that I keep in my house;I use removable storage that I keep in a location other than my house;I keep multiple copies of my files on my computer",Weekly,Within in a week,Actively trying to circumvent or get around security safeguards by finding weaknesses in a system that can be exploited without personal interaction,When someone in a business setting sends an email to a coworker inappropriately delegating their work to the recipient,When someone sends an email to a large group of people and one of the recipients replies with a personal response to all recipients of the original email,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on my important online accounts.,Messages sent to my phone that contain a code;An application on my phone that verifies I am logging in;An application that generates a one-time code,"I use the same password for most of my accounts;I use passwords that are similar but different for all of my accounts;I use personal information (names of pets, children, or friends) as all or part of my password",I remember my passwords;I use a password manager,I have received security awareness training within the past month,No,No,Yes,1500,Yes,No,No,Somewhat unlikely,Strongly agree,Somewhat agree,20381
R_3GfDmcVUDy9oSzy,45-54,I don’t know,Bachelor’s Degree,1970,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive);I use removable storage that I keep in my house;I keep multiple copies of my files on my computer",Weekly,Within in a week,"Attempting to inform people about the use of proper security policies, processes, and procedures",When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When someone sends an email to a large group of people and one of the recipients replies with a personal response to all recipients of the original email,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication wherever it is offered to me.,Messages sent to my phone that contain a code;An application on my phone that verifies I am logging in;An application that generates a one-time code,"I use the same password for most of my accounts;I use passwords that are similar but different for all of my accounts;I use personal information (names of pets, children, or friends) as all or part of my password",I remember my passwords;I write my passwords down;I use a password manager,I have received security awareness training a year or more ago,Yes,No,No,0,Yes,No,No,Extremely unlikely,Strongly agree,Strongly agree,24214
R_e8pYIUoCId8sbGF,45-54,I don’t know,Graduate Degree,1973,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive);I use removable storage that I keep in a location other than my house;I keep multiple copies of my files on my computer",Continuously;Daily,Within in a week,When a company makes a public announcement about something positive that has happened or is going to happen,When someone sends an email specifically designed to belittle the recipient,When someone sends an email to a large group of people and one of the recipients replies with a personal response to all recipients of the original email,The Frequent changing of a passwords so it is harder for an attacker to guess,I use multifactor authentication on my important online accounts.,Messages sent to my phone that contain a code;An application on my phone that verifies I am logging in,I use the same password for most of my accounts;I use passwords that are similar but different for all of my accounts,I remember my passwords,I have received security awareness training within the past month,No,Yes,No,0,No,No,No,Somewhat likely,Strongly agree,Somewhat agree,72095
R_ute3hkLPJxlXF3b,25-34,Washington County,Bachelor’s Degree,1988,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive);I use removable storage that I keep in my house;I keep multiple copies of my files on my computer",Less often than monthly but at least once a year,Within a year,Any action in which someone tries to convince another person to take an action which may not be in their best interests,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on most of my online accounts.,Messages sent to my phone that contain a code;An application that generates a one-time code,I use a unique complex password for my accounts,I write my passwords down,I have received security awareness training a year or more ago,No,Yes,No,0,Yes,No,Yes,Somewhat likely,Somewhat disagree,Somewhat disagree,50822
R_2tLL4pjKIZLOzZK,18-24,Anne Arundel County,Some College,2003,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive);I use removable storage that I keep in my house",Monthly,I don’t know,I don’t know,Targeted marketing emails sent to a specific person by a company based on their buying history or web browsing habits,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on my important online accounts.,Messages sent to my phone that contain a code;An application that generates a one-time code,"I use personal information (names of pets, children, or friends) as all or part of my password;I use a unique complex password for my accounts",I remember my passwords,I have never received security awareness training.,No,No,No,0,Yes,No,Yes,Somewhat likely,Somewhat agree,Somewhat disagree,35900
R_CdkxbXq5ETrK9uV,35-44,Harford County,Some College,1986,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive);I use removable storage that I keep in my house;I keep multiple copies of my files on my computer",Weekly,Within in a week,Actively trying to circumvent or get around security safeguards by finding weaknesses in a system that can be exploited without personal interaction,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on my important online accounts.,Messages sent to my phone that contain a code,I use passwords that are similar but different for all of my accounts,I use a password manager,I have received security awareness training within the past 6 months,Yes,Yes,No,0,Yes,Yes,Yes,Extremely likely,Somewhat agree,Somewhat agree,23032
R_WkEu2vxz2Lme2Pf,18-24,Prince George's County,Some College,2004,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive);I use removable storage that I keep in my house",Weekly,Within in a week,Any action in which someone tries to convince another person to take an action which may not be in their best interests,I don’t know,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on my important online accounts.,Messages sent to my phone that contain a code;An application that generates a one-time code,I use passwords that are similar but different for all of my accounts,I write my passwords down,I have never received security awareness training.,No,I don't know,No,0,Yes,No,Yes,Neither likely nor unlikely,Somewhat agree,Somewhat agree,68200
R_31bVKFbK7DYWa2L,55-64,Baltimore County,Bachelor’s Degree,1963,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive);I use removable storage that I keep in my house",I don’t know,I don’t know,"Attempting to inform people about the use of proper security policies, processes, and procedures",When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication wherever it is offered to me.,Messages sent to my phone that contain a code;An application that generates a one-time code,"I use passwords that are similar but different for all of my accounts;I use personal information (names of pets, children, or friends) as all or part of my password",I remember my passwords;I write my passwords down;I use a password manager,I have received security awareness training within the past year,No,No,No,0,No,No,Yes,Somewhat unlikely,Somewhat agree,Somewhat disagree,58657
R_eVe9Kcds2RZBW0h,65-75,Baltimore County,Graduate Degree,1955,I use removable storage that I keep in my house,Less often than monthly but at least once a year,Within a year,Any action in which someone tries to convince another person to take an action which may not be in their best interests,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When companies or individuals send out emails to promote or sell their products,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication on my important online accounts.,Messages sent to my phone that contain a code,"I use personal information (names of pets, children, or friends) as all or part of my password",I write my passwords down,I have received security awareness training within the past 6 months,No,Yes,No,0,Yes,No,Yes,Somewhat likely,Somewhat agree,Somewhat agree,68384
R_1IoqsgFVmPjKFlK,35-44,Queen Anne's County,Graduate Degree,1980,"I use a cloud service (e.g., Microsoft OneDrive, Carbonite, Google Drive);I use removable storage that I keep in my house;I use removable storage that I keep in a location other than my house;I keep multiple copies of my files on my computer",Weekly;Monthly,Within in a week,Actively trying to circumvent or get around security safeguards by finding weaknesses in a system that can be exploited without personal interaction,When someone fraudulently sends a specifically crafted message to a person to convince them to take an action which may harm them,When a someone fraudulently sends email to people to convince them to take an action which may harm them,"An additional piece of information beyond username and password which someone must provide to gain access to a system (e.g., website)",I use multifactor authentication wherever it is offered to me.,Messages sent to my phone that contain a code;An application on my phone that verifies I am logging in;An application that generates a one-time code,I use a unique complex password for my accounts,I remember my passwords;I use a password manager,I have received security awareness training within the past 6 months,No,Yes,No,0,Yes,I don't know,Yes,Neither likely nor unlikely,Somewhat agree,Somewhat agree,67403
